row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_margin_pct,order_year,order_month,order_month_name,days_to_ship,sales_band,is_profitable
329,US-2016-141544,,2016-01-09,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,786.74,4,0.3,-258.5,-32.86,,,,,Medium Value,Loss
330,US-2016-141544,,2016-01-09,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,0.2,33.83,33.75,,,,,Low Value,Profitable
331,US-2016-141544,,2016-01-09,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.76,6,0.7,-27.69,-73.33,,,,,Low Value,Loss
332,US-2016-150147,,,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7,-25.0,,,,,Low Value,Loss
333,US-2016-150147,,,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.72,2,0.7,-13.82,-66.67,,,,,Low Value,Loss
334,US-2016-150147,,,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.9,3,0.7,-3.43,-70.0,,,,,Low Value,Loss
335,CA-2015-137946,2015-01-09,2015-04-09,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.75,1,0.2,1.6,33.75,2015.0,1.0,January,90.0,Low Value,Profitable
336,CA-2015-137946,2015-01-09,2015-04-09,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.98,2,0.2,335.99,35.0,2015.0,1.0,January,90.0,Medium Value,Profitable
337,CA-2015-137946,2015-01-09,2015-04-09,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,14.37,4,0.2,4.49,31.25,2015.0,1.0,January,90.0,Low Value,Profitable
338,CA-2014-129924,2014-12-07,,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.71,2,0.2,2.8,36.25,2014.0,12.0,December,,Low Value,Profitable
339,CA-2014-129924,2014-12-07,,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.35,3,0.2,-17.46,-2.5,2014.0,12.0,December,,Medium Value,Loss
340,CA-2015-128167,,,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0.0,2.33,47.0,,,,,Low Value,Profitable
341,CA-2014-122336,,,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.86,4,0.2,1.12,6.25,,,,,Low Value,Profitable
342,CA-2014-122336,,,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.98,-80.0,,,,,Medium Value,Loss
343,CA-2014-122336,,,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.99,13,0.2,10.07,32.5,,,,,Low Value,Profitable
344,CA-2014-122336,,,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.93,12,0.4,8.39,11.67,,,,,Low Value,Profitable
345,US-2015-120712,,,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22,-2.5,,,,,Low Value,Loss
346,CA-2017-169901,,,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.98,3,0.2,4.8,10.0,,,,,Low Value,Profitable
347,CA-2017-134306,2017-08-07,2017-12-07,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0.0,3.1,41.0,2017.0,8.0,August,122.0,Low Value,Profitable
348,CA-2017-134306,2017-08-07,2017-12-07,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,24.56,2,0.0,11.54,47.0,2017.0,8.0,August,122.0,Low Value,Profitable
349,CA-2017-134306,2017-08-07,2017-12-07,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,2,0.0,4.15,32.0,2017.0,8.0,August,122.0,Low Value,Profitable
350,CA-2016-129714,2016-01-09,2016-03-09,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0.0,2.31,34.0,2016.0,1.0,January,60.0,Low Value,Profitable
351,CA-2016-129714,2016-01-09,2016-03-09,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,0.0,11.54,47.0,2016.0,1.0,January,60.0,Low Value,Profitable
352,CA-2016-129714,2016-01-09,2016-03-09,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.05,1,0.2,1.07,35.0,2016.0,1.0,January,60.0,Low Value,Profitable
353,CA-2016-129714,2016-01-09,2016-03-09,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4,0.0,23.09,47.0,2016.0,1.0,January,60.0,Low Value,Profitable
354,CA-2016-129714,2016-01-09,2016-03-09,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.17,4,0.2,1415.43,32.5,2016.0,1.0,January,60.0,High Value,Profitable
355,CA-2016-138520,2016-08-04,,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.7,6,0.2,-4.86,-1.25,2016.0,8.0,August,,Low Value,Loss
356,CA-2016-138520,2016-08-04,,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,0.0,3.8,46.0,2016.0,8.0,August,,Low Value,Profitable
357,CA-2016-138520,2016-08-04,,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,0.0,6.99,41.0,2016.0,8.0,August,,Low Value,Profitable
358,CA-2016-138520,2016-08-04,,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",34.4,5,0.0,15.82,46.0,2016.0,8.0,August,,Low Value,Profitable
359,CA-2016-130001,,,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5,0.2,11.32,31.25,,,,,Low Value,Profitable
360,CA-2017-155698,2017-08-03,2017-11-03,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0.0,168.44,26.0,2017.0,8.0,August,92.0,Medium Value,Profitable
361,CA-2017-155698,2017-08-03,2017-11-03,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0.0,9.94,48.0,2017.0,8.0,August,92.0,Low Value,Profitable
362,CA-2017-144904,,2017-01-10,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0.0,9.94,48.0,,,,,Low Value,Profitable
363,CA-2017-144904,,2017-01-10,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488.65,3,0.1,86.87,17.78,,,,,Low Value,Profitable
364,CA-2017-144904,,2017-01-10,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,2,0.0,1.45,26.0,,,,,Low Value,Profitable
365,CA-2017-144904,,2017-01-10,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0.0,20.73,44.0,,,,,Low Value,Profitable
366,CA-2014-123344,,,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.48,4.0,,,,,Low Value,Profitable
367,CA-2016-155516,,,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,23.2,4,0.0,10.44,45.0,,,,,Low Value,Profitable
368,CA-2016-155516,,,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2,0.0,0.15,2.0,,,,,Low Value,Profitable
369,CA-2016-155516,,,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,7,0.0,29.34,28.0,,,,,Low Value,Profitable
370,CA-2016-155516,,,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0.0,271.42,26.0,,,,,High Value,Profitable
371,CA-2017-104745,,2017-04-06,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,25.92,5,0.2,9.4,36.25,,,,,Low Value,Profitable
372,CA-2017-104745,,2017-04-06,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.42,3,0.2,4.67,8.75,,,,,Low Value,Profitable
373,US-2014-119137,,,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,0.7,-5.71,-70.0,,,,,Low Value,Loss
374,US-2014-119137,,,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.94,8,0.2,179.19,17.5,,,,,High Value,Profitable
375,US-2014-119137,,,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,OFF-AR-10000658,Office Supplies,Art,Newell 324,9.24,1,0.2,0.92,10.0,,,,,Low Value,Profitable
376,US-2014-119137,,,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,10,0.2,-29.94,-6.25,,,,,Low Value,Loss
377,US-2016-134656,,2016-01-10,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,62301,Central,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,99.14,4,0.2,30.98,31.25,,,,,Low Value,Profitable
378,US-2017-134481,,2017-01-09,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.42,7,0.3,-297.68,-20.0,,,,,High Value,Loss
379,CA-2015-130792,,2015-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,8.65,3,0.8,-20.33,-235.0,,,,,Low Value,Loss
380,CA-2015-130792,,2015-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.83,3,0.2,2.68,11.25,,,,,Low Value,Profitable
381,CA-2015-130792,,2015-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.18,4,0.8,-18.87,-155.0,,,,,Low Value,Loss
382,CA-2016-134775,,,First Class,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,50.96,7,0.0,25.48,50.0,,,,,Low Value,Profitable
383,CA-2016-134775,,,First Class,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.54,3,0.2,17.34,35.0,,,,,Low Value,Profitable
384,CA-2015-125395,,,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0.0,8.8,21.0,,,,,Low Value,Profitable
385,US-2015-168935,,2015-02-12,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.46,3,0.45,-157.01,-41.82,,,,,Low Value,Loss
386,US-2015-168935,,2015-02-12,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,83.98,3,0.2,-1.05,-1.25,,,,,Low Value,Loss
387,CA-2015-122756,2015-03-12,2015-07-12,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,4,0.7,-337.64,-70.0,2015.0,3.0,March,122.0,Low Value,Loss
388,CA-2015-122756,2015-03-12,2015-07-12,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,0.78,26.25,2015.0,3.0,March,122.0,Low Value,Profitable
389,CA-2014-115973,,,First Class,NG-18430,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.62,1,0.2,0.43,16.25,,,,,Low Value,Profitable
390,CA-2017-101798,2017-11-12,,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36,4,0.2,7.88,33.75,2017.0,11.0,November,,Low Value,Profitable
391,CA-2017-101798,2017-11-12,,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98,2,0.0,13.59,34.0,2017.0,11.0,November,,Low Value,Profitable
392,US-2014-135972,,,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.38,2,0.2,27.72,11.25,,,,,Low Value,Profitable
393,US-2014-135972,,,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,3,0.0,701.99,39.0,,,,,High Value,Profitable
394,US-2014-134971,2014-07-06,2014-10-06,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.46,3,0.8,-20.56,-165.0,2014.0,7.0,July,92.0,Low Value,Loss
395,CA-2017-102946,,2017-05-07,Standard Class,VP-21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115,West,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.79,3,0.2,25.58,33.75,,,,,Low Value,Profitable
396,CA-2017-165603,,,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,2,0.0,9.49,19.0,,,,,Low Value,Profitable
397,CA-2017-165603,,,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,12.96,2,0.0,6.22,48.0,,,,,Low Value,Profitable
398,CA-2015-122259,,2015-04-11,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201,Central,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,4,0.0,21.04,30.0,,,,,Low Value,Profitable
399,CA-2016-108987,2016-08-09,2016-10-09,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.95,3,0.2,3.6,10.0,2016.0,8.0,August,61.0,Low Value,Profitable
400,CA-2016-108987,2016-08-09,2016-10-09,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.27,4,0.32,-317.15,-13.24,2016.0,8.0,August,61.0,High Value,Loss
401,CA-2016-108987,2016-08-09,2016-10-09,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.14,4,0.2,-32.78,-25.0,2016.0,8.0,August,61.0,Low Value,Loss
402,CA-2016-108987,2016-08-09,2016-10-09,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.58,2,0.2,0.72,1.25,2016.0,8.0,August,61.0,Low Value,Profitable
403,CA-2014-113166,,,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.57,2,0.2,3.47,36.25,,,,,Low Value,Profitable
404,CA-2014-155208,,,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.07,6,0.2,9.77,25.0,,,,,Low Value,Profitable
405,CA-2017-117933,,,Standard Class,RF-19840,Roy Französisch,Consumer,United States,New York City,New York,10024,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.91,3,0.0,9.7,27.0,,,,,Low Value,Profitable
406,CA-2017-117457,2017-08-12,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5,0.0,37.79,21.0,2017.0,8.0,August,122.0,Low Value,Profitable
407,CA-2017-117457,2017-08-12,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.98,3,0.2,434.99,36.25,2017.0,8.0,August,122.0,High Value,Profitable
408,CA-2017-117457,2017-08-12,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,5,0.0,13.3,49.0,2017.0,8.0,August,122.0,Low Value,Profitable
409,CA-2017-117457,2017-08-12,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.02,7,0.2,-112.95,-11.25,2017.0,8.0,August,122.0,High Value,Loss
410,CA-2017-117457,2017-08-12,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,0.0,4.65,48.0,2017.0,8.0,August,122.0,Low Value,Profitable
411,CA-2017-117457,2017-08-12,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,28.35,9,0.0,13.61,48.0,2017.0,8.0,August,122.0,Low Value,Profitable
412,CA-2017-117457,2017-08-12,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,55.98,1,0.0,27.43,49.0,2017.0,8.0,August,122.0,Low Value,Profitable
413,CA-2017-117457,2017-08-12,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.83,13,0.15,31.45,2.35,2017.0,8.0,August,122.0,High Value,Profitable
414,CA-2017-117457,2017-08-12,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.57,2,0.2,-18.45,-16.25,2017.0,8.0,August,122.0,Low Value,Loss
415,CA-2017-142636,2017-03-11,2017-07-11,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,139.86,7,0.0,65.73,47.0,2017.0,3.0,March,122.0,Low Value,Profitable
416,CA-2017-142636,2017-03-11,2017-07-11,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.14,4,0.2,26.87,8.75,2017.0,3.0,March,122.0,Low Value,Profitable
417,CA-2017-122105,,,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646,West,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8,0.0,25.9,27.0,,,,,Low Value,Profitable
418,CA-2016-148796,,,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.8,5,0.2,38.38,10.0,,,,,Low Value,Profitable
419,CA-2017-154816,2017-06-11,2017-10-11,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,5.78,1,0.0,2.83,49.0,2017.0,6.0,June,122.0,Low Value,Profitable
420,CA-2017-110478,2017-04-03,2017-09-03,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90045,West,OFF-AR-10001573,Office Supplies,Art,American Pencil,9.32,4,0.0,2.7,29.0,2017.0,4.0,April,153.0,Low Value,Profitable
421,CA-2017-110478,2017-04-03,2017-09-03,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90045,West,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1,0.0,7.02,46.0,2017.0,4.0,April,153.0,Low Value,Profitable
422,CA-2014-142048,,,First Class,JE-15745,Joel Eaton,Consumer,United States,Louisville,Colorado,80027,West,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.75,6,0.2,56.57,28.75,,,,,Low Value,Profitable
423,CA-2017-125388,,,Standard Class,MP-17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841,East,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0.0,14.71,26.0,,,,,Low Value,Profitable
424,CA-2017-125388,,,Standard Class,MP-17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,32.7,3,0.0,8.5,26.0,,,,,Low Value,Profitable
425,CA-2017-155705,,,Second Class,NF-18385,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0.0,225.26,26.0,,,,,Medium Value,Profitable
426,CA-2017-149160,,,Second Class,JM-15265,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0.0,11.08,39.0,,,,,Low Value,Profitable
